State,District,Crop,Season,SowingMonth,Area(ha),N(kg/ha),P(kg/ha),K(kg/ha),SoilType,AnnualRainfall(mm),AvgTemperature(C),Yield(t/ha)
Karnataka,Belgaum,Rice,Kharif,June,6.77,114,96,90,Sandy,768,22.8,39.95
Karnataka,Belgaum,Sugarcane,Annual,October,3.47,117,85,81,Sandy,994,28.6,379.2
Andhra Pradesh,Kurnool,Wheat,Annual,March,2.75,140,67,60,Clay,518,26.1,35.09
Karnataka,Mandya,Rice,Zaid,March,9.83,120,57,38,Sandy,595,20.0,29.28
Karnataka,Belgaum,Sugarcane,Rabi,January,5.63,158,64,45,Loamy,411,25.9,333.96
Andhra Pradesh,Nellore,Rice,Rabi,June,1.13,192,82,41,Black,917,22.9,40.39
Karnataka,Belgaum,Corn,Rabi,December,1.76,61,77,48,Sandy,667,21.2,25.02
Uttar Pradesh,Kanpur,Sugarcane,Annual,May,8.29,92,68,84,Clay,608,34.4,336.19
Karnataka,Mandya,Cotton,Kharif,May,5.53,169,68,73,Loamy,900,30.5,40.66
Punjab,Ludhiana,Wheat,Rabi,March,5.53,118,78,83,Loamy,983,27.2,40.6
West Bengal,Darjeeling,Wheat,Annual,December,2.33,162,77,95,Sandy,555,24.1,32.09
Punjab,Patiala,Cotton,Kharif,November,2.71,66,37,96,Black,1028,30.5,23.82
Andhra Pradesh,Kurnool,Rice,Zaid,October,7.22,154,37,49,Loamy,1190,21.8,35.73
West Bengal,Darjeeling,Wheat,Zaid,May,3.34,137,84,50,Black,1045,22.9,27.73
Punjab,Amritsar,Sugarcane,Rabi,June,5.83,103,34,31,Clay,736,23.5,260.83
West Bengal,Kolkata,Cotton,Kharif,March,8.24,187,91,75,Sandy,1179,25.9,45.88
Punjab,Amritsar,Corn,Zaid,March,4.76,58,96,58,Black,716,32.9,27.48
Tamil Nadu,Salem,Rice,Rabi,September,9.81,75,96,27,Sandy,1158,31.5,26.96
Karnataka,Mandya,Corn,Rabi,March,1.22,155,77,43,Black,1189,26.6,39.77
Tamil Nadu,Madurai,Rice,Annual,January,6.13,192,45,56,Clay,661,26.1,41.88
Uttar Pradesh,Lucknow,Corn,Rabi,August,1.15,171,45,20,Red,559,23.3,28.48
Maharashtra,Nashik,Tomato,Kharif,September,2.37,180,36,77,Black,562,31.1,173.69
Punjab,Patiala,Corn,Rabi,July,3.08,149,33,85,Red,950,29.3,29.16
Andhra Pradesh,Nellore,Wheat,Rabi,March,5.6,193,98,29,Black,872,31.6,46.26
Punjab,Patiala,Sugarcane,Kharif,February,7.63,177,78,34,Loamy,779,32.0,428.83
Tamil Nadu,Salem,Sugarcane,Annual,January,2.71,127,88,67,Clay,586,26.9,285.04
Maharashtra,Nagpur,Rice,Kharif,May,6.07,191,61,58,Red,854,22.6,41.96
Uttar Pradesh,Kanpur,Rice,Annual,April,4.24,110,80,70,Loamy,1008,24.8,27.2
Uttar Pradesh,Kanpur,Cotton,Rabi,January,2.7,77,93,37,Clay,510,26.9,20.47
Karnataka,Mandya,Tomato,Rabi,December,4.35,181,85,49,Red,1149,21.0,225.69
Andhra Pradesh,Guntur,Sugarcane,Annual,July,7.31,56,55,37,Red,1101,29.3,230.61
Maharashtra,Nagpur,Tomato,Rabi,December,3.19,144,55,45,Black,749,33.9,159.55
Maharashtra,Pune,Sugarcane,Annual,June,7.38,56,59,44,Clay,579,34.1,255.42
Tamil Nadu,Thanjavur,Tomato,Rabi,July,9.32,117,90,43,Clay,601,34.4,183.33
West Bengal,Darjeeling,Sugarcane,Rabi,December,3.2,66,32,29,Loamy,868,21.2,162.77
Uttar Pradesh,Lucknow,Sugarcane,Kharif,April,2.99,154,93,45,Black,470,21.1,272.54
Karnataka,Mandya,Sugarcane,Annual,February,4.61,51,53,47,Sandy,972,30.1,178.8
West Bengal,Howrah,Tomato,Zaid,July,6.01,128,76,90,Loamy,901,30.4,220.08
Tamil Nadu,Salem,Rice,Zaid,April,9.23,72,79,86,Clay,995,20.4,37.03
Tamil Nadu,Salem,Corn,Kharif,April,8.65,158,98,54,Loamy,885,31.5,39.69
Punjab,Amritsar,Sugarcane,Kharif,May,9.63,72,49,91,Loamy,802,29.3,252.94
Punjab,Ludhiana,Cotton,Annual,August,7.68,171,57,61,Loamy,701,20.4,30.98
Punjab,Ludhiana,Sugarcane,Kharif,June,1.44,54,80,33,Loamy,978,22.9,245.18
Tamil Nadu,Madurai,Rice,Rabi,April,2.19,65,87,97,Clay,1106,28.4,26.05
Andhra Pradesh,Kurnool,Sugarcane,Rabi,February,2.59,103,88,83,Sandy,669,21.1,320.54
Uttar Pradesh,Lucknow,Cotton,Kharif,March,5.97,154,57,70,Black,1002,28.7,35.61
West Bengal,Kolkata,Wheat,Kharif,April,2.84,56,46,91,Red,750,24.6,20.99
Maharashtra,Pune,Sugarcane,Kharif,August,3.93,116,86,68,Black,868,25.5,278.24
Andhra Pradesh,Nellore,Tomato,Zaid,June,3.06,172,48,55,Loamy,631,28.4,202.15
Punjab,Patiala,Tomato,Kharif,September,1.67,115,80,21,Black,634,21.6,128.12
Punjab,Ludhiana,Wheat,Kharif,November,2.94,150,78,89,Sandy,446,22.0,35.33
Maharashtra,Pune,Rice,Annual,December,6.84,173,51,59,Black,565,31.8,39.75
Uttar Pradesh,Varanasi,Rice,Rabi,October,9.81,76,75,22,Red,745,27.9,23.4
Uttar Pradesh,Lucknow,Rice,Annual,November,3.58,155,41,60,Clay,1104,30.2,34.35
West Bengal,Howrah,Tomato,Rabi,December,7.54,181,87,86,Clay,824,26.0,309.28
Punjab,Patiala,Cotton,Zaid,November,3.88,103,61,69,Red,406,20.1,32.39
Andhra Pradesh,Kurnool,Corn,Zaid,April,4.06,80,73,44,Clay,765,22.7,27.1
Uttar Pradesh,Varanasi,Rice,Annual,August,5.53,119,72,39,Sandy,404,21.1,26.28
Uttar Pradesh,Varanasi,Wheat,Rabi,July,5.59,154,86,56,Loamy,649,20.8,37.46
Karnataka,Mandya,Rice,Zaid,January,1.91,163,78,45,Sandy,457,34.0,31.06
Andhra Pradesh,Guntur,Cotton,Annual,August,4.89,105,57,44,Clay,669,34.0,21.21
Tamil Nadu,Madurai,Corn,Annual,June,3.12,114,88,34,Black,1081,24.9,31.16
Tamil Nadu,Thanjavur,Cotton,Annual,June,7.55,62,76,59,Black,801,21.3,27.09
Tamil Nadu,Thanjavur,Sugarcane,Rabi,December,7.08,142,79,99,Clay,400,32.9,377.53
Punjab,Amritsar,Cotton,Rabi,March,5.47,58,78,51,Loamy,703,33.0,25.11
Tamil Nadu,Thanjavur,Corn,Rabi,January,4.94,53,60,40,Clay,940,26.2,18.59
Andhra Pradesh,Kurnool,Corn,Kharif,October,8.96,128,92,88,Red,855,21.1,45.81
Andhra Pradesh,Guntur,Corn,Annual,August,2.56,187,100,64,Black,685,31.0,43.2
Punjab,Patiala,Sugarcane,Zaid,May,8.77,191,100,47,Loamy,721,29.5,462.89
Uttar Pradesh,Kanpur,Cotton,Rabi,November,5.88,163,31,50,Black,1162,25.4,36.67
West Bengal,Howrah,Wheat,Annual,May,5.29,76,31,51,Clay,941,27.3,25.97
Karnataka,Belgaum,Wheat,Rabi,August,5.48,176,43,50,Black,581,21.7,37.36
Karnataka,Belgaum,Rice,Zaid,March,4.47,179,36,45,Black,990,20.0,35.68
Punjab,Patiala,Corn,Rabi,July,3.5,140,88,38,Loamy,1128,32.1,28.36
Andhra Pradesh,Kurnool,Corn,Zaid,December,2.16,172,85,65,Clay,858,20.7,34.02
Andhra Pradesh,Kurnool,Wheat,Annual,August,5.54,154,48,45,Red,812,29.3,28.06
Andhra Pradesh,Guntur,Corn,Annual,August,6.28,184,71,35,Sandy,428,25.4,32.16
Punjab,Patiala,Rice,Zaid,September,9.3,171,93,29,Sandy,563,29.5,43.39
Maharashtra,Pune,Tomato,Zaid,September,2.6,188,83,63,Black,1078,34.0,223.21
Uttar Pradesh,Varanasi,Rice,Rabi,October,3.08,183,31,36,Clay,1168,21.9,31.84
Maharashtra,Pune,Tomato,Kharif,September,6.93,137,60,64,Black,983,30.2,179.95
Uttar Pradesh,Lucknow,Rice,Annual,May,8.94,50,48,34,Black,789,31.8,18.11
Uttar Pradesh,Varanasi,Rice,Kharif,March,5.45,189,75,42,Sandy,1031,20.3,40.77
Punjab,Amritsar,Wheat,Annual,August,6.14,139,68,64,Red,611,30.6,29.59
Tamil Nadu,Thanjavur,Sugarcane,Rabi,September,9.4,53,58,50,Clay,535,32.2,207.46
Karnataka,Belgaum,Tomato,Annual,February,6.97,81,54,31,Black,838,29.8,138.71
Tamil Nadu,Madurai,Corn,Rabi,February,1.23,181,71,59,Red,1040,25.6,30.8
Tamil Nadu,Thanjavur,Tomato,Kharif,September,10.0,106,84,67,Red,785,25.8,220.79
Andhra Pradesh,Kurnool,Sugarcane,Rabi,August,6.34,172,75,41,Loamy,752,29.6,313.9
Tamil Nadu,Thanjavur,Cotton,Rabi,March,3.95,110,73,84,Loamy,679,22.3,36.47
Punjab,Ludhiana,Tomato,Kharif,January,4.6,156,42,28,Red,942,20.7,182.95
Uttar Pradesh,Kanpur,Wheat,Rabi,September,7.67,140,87,41,Loamy,1129,28.0,43.04
Punjab,Patiala,Cotton,Kharif,September,2.96,51,80,41,Sandy,936,26.7,24.06
Uttar Pradesh,Varanasi,Tomato,Annual,October,6.39,100,82,93,Loamy,900,33.9,176.14
Punjab,Ludhiana,Tomato,Rabi,March,7.77,68,89,67,Clay,905,23.3,157.93
Punjab,Ludhiana,Tomato,Zaid,April,8.65,188,82,26,Clay,1011,23.7,243.2
Uttar Pradesh,Lucknow,Tomato,Rabi,December,1.86,137,93,75,Sandy,643,24.5,235.9
West Bengal,Howrah,Rice,Kharif,September,4.43,75,41,88,Sandy,1129,24.3,28.82
Andhra Pradesh,Kurnool,Rice,Rabi,September,1.08,87,62,26,Black,478,28.0,18.59
Maharashtra,Pune,Sugarcane,Rabi,July,6.8,182,78,73,Red,913,22.2,484.26
Andhra Pradesh,Kurnool,Rice,Annual,September,1.75,192,78,75,Black,1033,29.2,40.98
Uttar Pradesh,Varanasi,Sugarcane,Zaid,August,7.78,173,73,55,Sandy,755,32.0,392.6
Tamil Nadu,Salem,Wheat,Annual,September,8.66,82,67,75,Clay,582,34.1,29.1
Punjab,Amritsar,Wheat,Annual,March,8.27,88,99,91,Black,1173,27.7,31.02
Punjab,Amritsar,Corn,Zaid,April,8.9,135,89,53,Sandy,1074,27.0,38.81
West Bengal,Howrah,Tomato,Annual,November,7.01,146,63,60,Sandy,1057,25.5,238.07
Uttar Pradesh,Lucknow,Tomato,Rabi,April,2.33,156,58,55,Red,1008,30.4,210.07
Maharashtra,Nagpur,Corn,Kharif,September,3.6,74,96,52,Loamy,550,30.4,29.68
Uttar Pradesh,Lucknow,Corn,Annual,March,2.52,200,32,60,Red,869,31.3,35.71
Maharashtra,Pune,Cotton,Annual,July,7.88,115,97,90,Sandy,647,27.2,41.53
Punjab,Amritsar,Wheat,Zaid,January,2.78,113,62,68,Black,804,31.8,28.92
Punjab,Patiala,Tomato,Zaid,April,1.51,179,50,32,Loamy,913,27.1,205.32
Karnataka,Mysore,Cotton,Zaid,August,2.91,119,99,67,Sandy,796,21.6,34.42
Andhra Pradesh,Guntur,Cotton,Rabi,October,6.29,94,62,86,Clay,522,33.8,35.43
Tamil Nadu,Salem,Cotton,Annual,June,1.9,71,77,49,Black,798,27.0,26.0
Tamil Nadu,Thanjavur,Tomato,Rabi,January,3.17,134,46,71,Sandy,1082,34.6,227.12
Uttar Pradesh,Kanpur,Cotton,Rabi,March,8.15,53,58,98,Black,714,28.9,30.74
West Bengal,Darjeeling,Tomato,Annual,November,7.62,74,44,36,Black,444,26.1,128.07
Maharashtra,Nagpur,Tomato,Annual,January,6.36,122,56,25,Clay,551,29.5,130.97
Uttar Pradesh,Lucknow,Cotton,Rabi,May,6.32,135,75,58,Loamy,1199,22.9,33.11
Karnataka,Mandya,Tomato,Zaid,April,6.93,179,49,37,Sandy,1093,27.7,233.41
Karnataka,Mysore,Wheat,Zaid,October,9.98,92,97,95,Loamy,860,34.8,35.49
Andhra Pradesh,Guntur,Cotton,Rabi,September,6.74,179,66,27,Loamy,1102,21.5,31.91
Punjab,Amritsar,Cotton,Annual,July,4.32,165,60,90,Loamy,996,27.1,32.48
Maharashtra,Pune,Cotton,Kharif,September,4.36,166,66,100,Loamy,769,29.9,43.6
Tamil Nadu,Thanjavur,Rice,Zaid,June,6.08,124,61,93,Sandy,1132,34.8,38.84
Karnataka,Mandya,Corn,Kharif,December,3.66,106,60,73,Clay,492,35.0,23.73
Karnataka,Belgaum,Rice,Annual,June,1.28,85,70,79,Red,564,32.7,31.9
Maharashtra,Pune,Cotton,Kharif,July,4.54,200,79,66,Black,928,28.7,35.51
Andhra Pradesh,Nellore,Cotton,Zaid,March,1.28,184,80,55,Loamy,555,33.6,36.56
Uttar Pradesh,Lucknow,Corn,Zaid,November,5.72,163,99,33,Red,515,20.2,37.24
Uttar Pradesh,Lucknow,Corn,Rabi,March,5.09,132,88,97,Loamy,1140,29.9,41.51
Tamil Nadu,Thanjavur,Sugarcane,Rabi,June,8.06,175,41,78,Loamy,707,21.1,418.53
Tamil Nadu,Madurai,Rice,Kharif,October,5.51,184,85,55,Red,516,26.8,39.13
Tamil Nadu,Salem,Tomato,Kharif,March,3.5,75,47,64,Clay,600,24.0,145.26
Maharashtra,Pune,Corn,Annual,May,9.96,184,66,95,Loamy,877,25.3,38.52
Punjab,Amritsar,Tomato,Annual,August,2.6,124,34,66,Black,785,24.7,171.44
Punjab,Ludhiana,Sugarcane,Rabi,April,9.1,80,60,40,Black,1054,32.7,258.97
Tamil Nadu,Madurai,Corn,Annual,October,3.45,53,30,87,Red,944,26.6,26.95
Punjab,Patiala,Tomato,Zaid,December,6.23,199,57,93,Loamy,900,27.6,293.38
Tamil Nadu,Thanjavur,Tomato,Kharif,May,2.11,82,97,42,Red,1123,32.8,179.57
Andhra Pradesh,Kurnool,Corn,Rabi,December,5.95,194,45,26,Loamy,1085,28.0,33.96
Maharashtra,Nagpur,Rice,Zaid,September,6.63,79,92,59,Loamy,700,29.2,33.06
Uttar Pradesh,Lucknow,Tomato,Rabi,July,8.09,190,75,77,Clay,1135,28.8,306.09
Karnataka,Belgaum,Wheat,Annual,June,3.25,132,43,65,Sandy,491,32.8,23.35
Maharashtra,Nagpur,Rice,Rabi,February,9.46,187,79,22,Loamy,647,32.7,39.11
Maharashtra,Nashik,Rice,Annual,November,1.4,143,100,93,Red,484,32.9,39.65
Tamil Nadu,Thanjavur,Corn,Kharif,June,7.56,67,97,44,Sandy,758,30.5,22.74
Karnataka,Mandya,Tomato,Kharif,May,3.23,121,56,27,Loamy,625,26.7,148.59
Tamil Nadu,Thanjavur,Sugarcane,Rabi,December,5.2,187,47,76,Black,631,24.1,339.4
Punjab,Patiala,Tomato,Rabi,September,6.17,67,56,43,Black,776,31.7,169.45
Karnataka,Mysore,Sugarcane,Annual,December,4.51,135,85,43,Red,812,30.7,295.17
West Bengal,Darjeeling,Corn,Annual,October,1.9,101,39,20,Clay,862,23.5,20.6
Maharashtra,Nagpur,Wheat,Annual,February,1.39,94,70,97,Black,749,29.0,31.24
Tamil Nadu,Salem,Sugarcane,Rabi,March,2.44,117,51,50,Black,936,21.6,294.56
Karnataka,Mysore,Tomato,Kharif,November,8.86,177,33,35,Clay,405,22.9,196.17
Uttar Pradesh,Lucknow,Wheat,Rabi,January,4.65,137,93,46,Clay,482,34.9,30.39
West Bengal,Howrah,Tomato,Annual,September,1.03,78,32,47,Loamy,765,27.0,98.39
Uttar Pradesh,Lucknow,Rice,Zaid,December,4.01,57,80,68,Red,632,26.6,22.9
Karnataka,Mandya,Rice,Zaid,April,6.79,96,76,81,Clay,721,28.0,32.06
West Bengal,Darjeeling,Tomato,Rabi,September,4.44,128,53,54,Black,1109,33.6,211.65
Maharashtra,Nagpur,Sugarcane,Zaid,August,9.58,191,92,83,Loamy,662,34.9,450.13
Punjab,Patiala,Cotton,Annual,May,2.4,185,52,58,Loamy,1094,28.6,36.57
West Bengal,Kolkata,Tomato,Zaid,April,7.72,180,45,60,Black,643,26.7,195.99
Punjab,Ludhiana,Rice,Annual,October,6.8,140,49,68,Black,621,33.4,28.09
West Bengal,Kolkata,Corn,Rabi,October,8.44,129,49,76,Red,1056,28.3,27.96
Andhra Pradesh,Kurnool,Tomato,Rabi,November,6.41,167,51,61,Clay,770,32.7,235.08
Punjab,Patiala,Wheat,Zaid,May,3.4,151,33,73,Sandy,449,29.0,28.53
Punjab,Patiala,Rice,Annual,November,7.65,69,41,29,Clay,1128,34.0,21.05
Maharashtra,Nagpur,Wheat,Kharif,December,5.68,97,70,34,Black,573,28.4,24.07
Maharashtra,Nagpur,Tomato,Rabi,November,3.5,178,33,44,Loamy,464,22.4,192.25
Karnataka,Mysore,Corn,Annual,June,4.82,73,83,38,Black,514,26.9,22.14
Uttar Pradesh,Kanpur,Rice,Rabi,October,7.41,162,84,62,Loamy,530,34.0,43.94
Karnataka,Mandya,Rice,Annual,June,5.63,122,40,75,Clay,1114,24.2,30.87
Uttar Pradesh,Lucknow,Tomato,Kharif,April,3.82,76,52,30,Clay,625,27.1,109.56
Karnataka,Mysore,Sugarcane,Kharif,April,5.8,190,35,31,Loamy,917,34.4,339.21
Andhra Pradesh,Nellore,Tomato,Annual,June,1.54,134,34,40,Black,757,22.7,137.19
Punjab,Ludhiana,Sugarcane,Kharif,March,1.59,191,85,24,Black,1099,30.0,418.04
Uttar Pradesh,Varanasi,Cotton,Annual,July,6.1,54,57,55,Black,988,22.4,21.5
Punjab,Amritsar,Corn,Rabi,October,2.87,53,88,62,Red,442,31.3,27.37
Karnataka,Mysore,Sugarcane,Zaid,February,3.56,198,44,76,Black,447,31.7,332.37
West Bengal,Kolkata,Tomato,Rabi,December,4.34,175,45,25,Loamy,830,32.5,200.11
Tamil Nadu,Salem,Rice,Zaid,November,9.77,107,55,21,Red,562,29.2,21.89
Punjab,Ludhiana,Sugarcane,Rabi,April,5.23,94,82,82,Sandy,752,22.6,260.27
West Bengal,Darjeeling,Sugarcane,Rabi,April,9.11,165,93,73,Black,756,34.7,365.89
West Bengal,Kolkata,Corn,Annual,December,3.04,141,71,70,Black,650,29.3,30.22
Maharashtra,Nashik,Wheat,Rabi,July,4.56,109,31,91,Loamy,786,33.0,29.69
Andhra Pradesh,Nellore,Sugarcane,Kharif,September,9.45,113,90,91,Red,848,22.7,417.24
Punjab,Ludhiana,Wheat,Rabi,November,7.3,87,85,80,Loamy,885,24.3,26.82
Andhra Pradesh,Guntur,Tomato,Rabi,September,9.4,71,97,68,Red,713,28.5,163.0
Maharashtra,Pune,Sugarcane,Kharif,February,7.47,101,53,65,Black,678,28.0,310.66
Andhra Pradesh,Guntur,Tomato,Rabi,September,9.86,140,82,47,Clay,821,23.3,241.56
Karnataka,Belgaum,Sugarcane,Rabi,April,3.75,158,42,69,Sandy,632,25.4,271.67
Tamil Nadu,Thanjavur,Cotton,Rabi,August,2.17,152,89,71,Sandy,434,33.6,34.05
Andhra Pradesh,Kurnool,Cotton,Rabi,May,8.41,56,82,21,Red,1088,23.9,23.24
Karnataka,Mandya,Sugarcane,Kharif,January,2.15,123,67,22,Clay,702,23.0,297.86
Uttar Pradesh,Kanpur,Sugarcane,Rabi,August,8.86,53,87,44,Loamy,1083,21.5,251.06
West Bengal,Howrah,Rice,Kharif,March,9.91,58,92,77,Loamy,627,33.0,35.55
Punjab,Amritsar,Sugarcane,Annual,June,7.73,111,56,91,Black,886,25.7,405.15
Karnataka,Mysore,Rice,Zaid,November,5.81,149,34,74,Sandy,603,27.6,34.14
Andhra Pradesh,Kurnool,Tomato,Zaid,May,7.32,53,37,38,Black,538,26.6,97.7
Uttar Pradesh,Lucknow,Corn,Rabi,November,6.84,76,47,82,Loamy,429,25.3,27.17
Uttar Pradesh,Lucknow,Rice,Zaid,March,9.25,99,43,28,Black,672,32.3,22.89
Uttar Pradesh,Varanasi,Corn,Kharif,May,8.45,189,45,37,Clay,1003,20.6,40.79
Maharashtra,Nashik,Wheat,Zaid,March,4.86,51,67,93,Clay,758,29.6,27.26
Andhra Pradesh,Nellore,Rice,Zaid,July,8.77,165,93,88,Black,984,24.5,44.64
Karnataka,Belgaum,Tomato,Annual,November,2.31,139,30,96,Loamy,770,33.2,172.5
Andhra Pradesh,Kurnool,Rice,Zaid,October,8.7,132,87,69,Sandy,1150,31.1,37.28
Andhra Pradesh,Guntur,Rice,Zaid,December,1.21,162,89,50,Red,882,26.0,39.57
West Bengal,Howrah,Tomato,Zaid,February,5.48,156,96,44,Loamy,1157,20.3,185.51
Andhra Pradesh,Guntur,Rice,Zaid,May,9.2,196,99,37,Loamy,1057,24.8,35.99
Tamil Nadu,Thanjavur,Wheat,Rabi,March,5.15,167,50,90,Clay,700,30.9,42.88
Maharashtra,Pune,Wheat,Zaid,October,2.99,187,41,99,Black,471,27.0,29.91
Karnataka,Mandya,Corn,Annual,October,5.15,150,55,93,Clay,1101,22.5,45.21
Andhra Pradesh,Nellore,Tomato,Kharif,June,2.21,176,77,65,Sandy,466,29.4,176.23
Andhra Pradesh,Nellore,Sugarcane,Rabi,November,8.49,51,67,100,Loamy,761,33.7,248.01
Uttar Pradesh,Kanpur,Rice,Zaid,August,5.69,109,42,68,Loamy,859,21.7,29.53
Maharashtra,Nashik,Wheat,Kharif,July,1.37,132,64,80,Clay,758,31.0,35.09
Maharashtra,Pune,Rice,Zaid,March,2.43,140,93,48,Loamy,872,22.6,34.8
Maharashtra,Pune,Sugarcane,Annual,February,7.46,85,75,27,Loamy,1155,26.0,262.94
Karnataka,Belgaum,Rice,Kharif,March,7.28,99,88,94,Loamy,516,31.8,39.34
Punjab,Amritsar,Rice,Zaid,September,8.85,118,90,62,Sandy,562,26.1,27.65
Karnataka,Belgaum,Cotton,Kharif,August,7.88,125,72,43,Red,671,27.1,28.87
Punjab,Ludhiana,Rice,Zaid,November,4.72,85,63,87,Sandy,559,27.5,26.48
Karnataka,Mysore,Wheat,Zaid,March,3.93,125,83,44,Sandy,1068,28.3,35.33
Maharashtra,Pune,Cotton,Rabi,June,3.26,83,61,20,Red,978,24.6,21.01
Punjab,Amritsar,Tomato,Kharif,May,8.11,81,40,97,Loamy,846,32.1,146.26
Uttar Pradesh,Varanasi,Cotton,Zaid,May,7.86,193,82,24,Black,873,33.9,33.76
Punjab,Patiala,Sugarcane,Annual,January,6.17,73,99,93,Sandy,1108,32.6,387.87
Maharashtra,Nagpur,Tomato,Kharif,May,4.94,187,69,84,Clay,894,21.9,270.36
Tamil Nadu,Thanjavur,Rice,Annual,February,8.48,79,61,80,Red,774,26.7,35.05
Karnataka,Belgaum,Rice,Kharif,July,6.11,65,93,30,Black,729,30.7,26.64
Uttar Pradesh,Varanasi,Rice,Zaid,May,7.13,62,52,63,Red,591,33.6,28.14
Punjab,Ludhiana,Wheat,Annual,October,5.13,88,71,88,Loamy,544,29.7,33.58
Punjab,Amritsar,Corn,Rabi,July,8.17,196,79,64,Loamy,913,21.4,39.04
Uttar Pradesh,Lucknow,Rice,Annual,June,3.41,53,46,37,Clay,1114,29.1,20.44
Uttar Pradesh,Varanasi,Rice,Zaid,November,1.2,170,32,68,Sandy,948,29.1,34.77
West Bengal,Darjeeling,Sugarcane,Rabi,August,9.83,180,42,31,Sandy,1175,32.8,322.75
Andhra Pradesh,Nellore,Cotton,Zaid,August,9.8,51,35,86,Clay,1119,28.4,25.84
Karnataka,Mysore,Rice,Rabi,November,8.91,175,62,39,Sandy,485,27.2,27.61
West Bengal,Darjeeling,Corn,Kharif,October,8.64,181,68,37,Sandy,624,21.2,41.23
Tamil Nadu,Thanjavur,Rice,Kharif,May,5.11,118,88,74,Red,1096,26.1,31.63
Andhra Pradesh,Guntur,Corn,Kharif,February,7.74,67,41,21,Sandy,800,33.7,22.32
Maharashtra,Pune,Wheat,Kharif,May,1.66,52,48,46,Sandy,637,32.5,18.04
Uttar Pradesh,Kanpur,Rice,Rabi,April,6.93,112,63,96,Black,912,26.6,39.18
Punjab,Patiala,Wheat,Annual,August,8.44,63,84,93,Loamy,592,34.8,26.54
West Bengal,Kolkata,Wheat,Zaid,November,9.46,96,96,90,Red,526,23.5,40.18
Uttar Pradesh,Lucknow,Corn,Rabi,May,9.69,72,53,83,Clay,1135,27.2,28.76
Punjab,Ludhiana,Tomato,Kharif,January,9.35,113,45,53,Black,784,33.6,196.04
Uttar Pradesh,Kanpur,Tomato,Zaid,May,2.94,50,63,78,Black,938,34.1,153.3
Punjab,Amritsar,Rice,Rabi,June,1.33,147,88,61,Loamy,514,25.8,26.83
Uttar Pradesh,Kanpur,Cotton,Zaid,September,8.35,80,71,25,Sandy,797,29.7,28.41
Punjab,Amritsar,Wheat,Rabi,April,1.49,160,61,26,Clay,1105,31.1,36.81
Andhra Pradesh,Guntur,Corn,Annual,July,2.64,175,100,78,Black,1038,30.7,47.81
Uttar Pradesh,Varanasi,Sugarcane,Rabi,March,2.95,189,95,20,Clay,449,33.9,395.3
Uttar Pradesh,Lucknow,Tomato,Annual,September,5.51,105,68,53,Sandy,716,33.5,181.25
Andhra Pradesh,Guntur,Corn,Zaid,January,2.9,147,83,86,Loamy,979,21.5,45.37
Maharashtra,Nagpur,Rice,Annual,August,1.63,95,92,52,Clay,607,25.9,29.26
Maharashtra,Nagpur,Wheat,Kharif,October,9.74,64,30,89,Sandy,505,25.3,27.7
West Bengal,Kolkata,Sugarcane,Kharif,May,2.23,182,49,53,Clay,468,33.2,280.81
Maharashtra,Nashik,Tomato,Kharif,October,1.65,141,56,87,Clay,775,26.5,212.31
Andhra Pradesh,Nellore,Tomato,Annual,June,6.18,95,80,55,Clay,1191,30.9,174.35
Tamil Nadu,Madurai,Sugarcane,Kharif,March,5.15,70,57,30,Red,906,21.1,201.67
Andhra Pradesh,Nellore,Cotton,Rabi,August,1.71,63,96,72,Clay,584,29.2,26.74
Maharashtra,Pune,Corn,Rabi,June,9.24,181,42,64,Black,988,29.4,36.83
Punjab,Ludhiana,Wheat,Zaid,August,5.47,116,51,43,Black,862,33.6,33.27
Maharashtra,Nashik,Sugarcane,Annual,August,7.71,153,44,37,Red,736,22.1,328.73
West Bengal,Howrah,Sugarcane,Zaid,August,5.43,170,32,76,Sandy,537,22.4,298.72
Punjab,Amritsar,Sugarcane,Zaid,February,5.0,146,30,94,Clay,1082,21.8,287.27
Karnataka,Mandya,Sugarcane,Kharif,December,6.71,120,48,51,Sandy,1103,22.4,342.16
Punjab,Ludhiana,Rice,Rabi,February,4.56,127,76,33,Clay,908,34.5,28.78
Tamil Nadu,Thanjavur,Rice,Rabi,June,1.48,166,52,77,Loamy,991,24.7,36.97
Punjab,Amritsar,Rice,Kharif,February,3.2,77,76,26,Black,1156,24.2,28.18
Uttar Pradesh,Varanasi,Corn,Rabi,April,8.98,137,44,33,Black,943,25.2,35.6
Maharashtra,Nagpur,Tomato,Annual,September,7.27,56,70,59,Clay,848,27.2,170.39
Tamil Nadu,Thanjavur,Corn,Rabi,May,4.59,127,72,61,Black,1057,24.5,31.63
Maharashtra,Pune,Cotton,Annual,January,7.62,112,40,47,Black,569,32.6,29.27
Uttar Pradesh,Kanpur,Sugarcane,Kharif,January,5.79,57,88,91,Red,815,32.6,342.68
Maharashtra,Pune,Wheat,Zaid,September,3.72,87,89,95,Red,840,20.0,31.58
Uttar Pradesh,Varanasi,Tomato,Rabi,March,4.19,67,92,95,Red,1046,24.3,203.75
Uttar Pradesh,Lucknow,Tomato,Rabi,April,5.24,181,84,93,Loamy,1073,30.0,216.01
Punjab,Ludhiana,Corn,Kharif,September,5.24,192,39,91,Black,500,30.0,34.58
